3	4	519	1.5819e+01	6.9493e+00	3.1199e+01
3	6	777	1.6110e+01	7.2775e+00	3.1544e+01
3	12	1551	1.7440e+01	8.0212e+00	3.3115e+01
4	3	391	1.5801e+01	6.8115e+00	3.1313e+01
4	4	520	1.5906e+01	6.9458e+00	3.1181e+01
4	5	649	1.6129e+01	7.1409e+00	3.1415e+01
4	6	778	1.6184e+01	7.1181e+00	3.2051e+01
4	7	907	1.6257e+01	7.1807e+00	3.2489e+01
4	8	1036	1.6355e+01	7.5161e+00	3.2147e+01
4	9	1165	1.6460e+01	7.8475e+00	3.2383e+01
4	10	1294	1.7853e+01	8.0053e+00	3.0505e+01
4	11	1423	1.7194e+01	8.0653e+00	3.3424e+01
4	12	1552	1.7306e+01	8.2491e+00	3.3368e+01
4	13	1681	1.7475e+01	8.4715e+00	3.3435e+01
4	14	1810	1.7683e+01	8.6143e+00	3.3991e+01
4	15	1939	1.7759e+01	8.6743e+00	3.4420e+01
4	16	2068	1.7727e+01	8.9065e+00	3.4806e+01
4	18	2326	1.7767e+01	8.9802e+00	3.5585e+01
5	2	263	1.5825e+01	6.3600e+00	3.1686e+01
5	3	392	1.6077e+01	6.6282e+00	3.1603e+01
5	4	521	1.6046e+01	7.0491e+00	3.1746e+01
5	5	650	1.6179e+01	6.9632e+00	3.1918e+01
5	6	779	1.6365e+01	7.2055e+00	3.2573e+01
5	7	908	1.6394e+01	7.1776e+00	3.3047e+01
5	8	1037	1.6585e+01	7.3267e+00	3.2459e+01
5	9	1166	1.6599e+01	7.5839e+00	3.2987e+01
5	10	1295	1.6620e+01	7.7043e+00	3.3134e+01
5	11	1424	1.6802e+01	8.0340e+00	3.3192e+01
5	12	1553	1.7163e+01	8.5064e+00	3.3237e+01
5	13	1682	1.7426e+01	8.3908e+00	3.3622e+01
5	14	1811	1.7573e+01	8.8330e+00	3.3852e+01
5	15	1940	1.7484e+01	8.9996e+00	3.4161e+01
5	16	2069	1.7744e+01	8.7067e+00	3.4509e+01
5	17	2198	1.8164e+01	9.4645e+00	3.4974e+01
5	18	2327	1.7614e+01	9.2136e+00	3.5234e+01
5	19	2456	1.7776e+01	9.6226e+00	3.5705e+01
5	20	2585	1.7335e+01	9.3600e+00	3.5910e+01
5	21	2714	1.7627e+01	9.9048e+00	3.6259e+01
5	22	2843	1.7147e+01	1.0140e+01	3.5949e+01
5	23	2972	1.7134e+01	1.0123e+01	3.6450e+01
5	25	3230	1.7321e+01	1.0790e+01	3.6885e+01
6	0	6	1.5892e+01	6.6122e+00	3.1576e+01
6	1	135	1.5915e+01	6.4981e+00	3.1858e+01
6	2	264	1.6086e+01	6.4537e+00	3.1985e+01
6	3	393	1.6159e+01	6.4505e+00	3.2155e+01
6	4	522	1.6306e+01	6.7620e+00	3.2260e+01
6	5	651	1.6365e+01	6.8793e+00	3.2332e+01
6	6	780	1.6438e+01	7.2017e+00	3.2506e+01
6	7	909	1.6557e+01	7.0380e+00	3.2893e+01
6	8	1038	1.6533e+01	7.4194e+00	3.3320e+01
