2	3	389	9.9992e-01	1.5440e-03	1.0022e+00
2	4	518	9.9839e-01	1.2201e-03	1.0022e+00
2	5	647	9.9649e-01	6.7631e-04	1.0022e+00
2	6	776	9.9535e-01	3.9226e-04	1.0022e+00
2	7	905	9.9453e-01	2.9620e-04	1.0022e+00
2	8	1034	9.9376e-01	1.3202e-04	1.0023e+00
2	9	1163	9.9297e-01	-1.1345e-04	1.0023e+00
2	10	1292	9.9294e-01	-8.8420e-05	1.0024e+00
2	11	1421	9.9166e-01	-2.4334e-04	1.0025e+00
2	12	1550	9.9179e-01	-1.2434e-04	1.0025e+00
2	13	1679	9.9124e-01	-2.8949e-04	1.0026e+00
2	14	1808	9.9087e-01	-3.1975e-04	1.0025e+00
2	15	1937	9.9047e-01	-3.0478e-04	1.0026e+00
2	16	2066	9.9030e-01	-3.2710e-04	1.0026e+00
2	17	2195	9.8915e-01	-3.4377e-04	1.0022e+00
2	18	2324	9.8984e-01	-2.8053e-04	1.0020e+00
2	20	2582	9.8996e-01	-1.3583e-04	1.0021e+00
2	21	2711	9.8972e-01	-3.7432e-04	1.0019e+00
2	22	2840	9.9007e-01	-8.2614e-05	1.0017e+00
2	24	3098	9.9080e-01	3.3229e-05	1.0011e+00
2	25	3227	9.9051e-01	-2.0392e-04	1.0009e+00
3	2	261	1.0033e+00	2.2389e-03	1.0022e+00
3	3	390	1.0022e+00	1.9227e-03	1.0022e+00
3	4	519	1.0001e+00	1.4040e-03	1.0022e+00
3	5	648	9.9870e-01	1.1013e-03	1.0022e+00
3	6	777	9.9736e-01	8.6292e-04	1.0022e+00
3	7	906	9.9618e-01	5.1205e-04	1.0022e+00
3	8	1035	9.9527e-01	2.7277e-04	1.0023e+00
3	9	1164	9.9425e-01	2.0900e-04	1.0023e+00
3	10	1293	9.9355e-01	1.0036e-04	1.0024e+00
3	11	1422	9.9316e-01	2.8518e-05	1.0024e+00
3	12	1551	9.9207e-01	-3.2353e-05	1.0024e+00
3	13	1680	9.9271e-01	-1.2451e-05	1.0024e+00
3	14	1809	9.9199e-01	-1.9766e-04	1.0025e+00
3	15	1938	9.9200e-01	-2.0195e-04	1.0025e+00
3	16	2067	9.9183e-01	-1.5655e-04	1.0025e+00
3	17	2196	9.9099e-01	-3.4108e-04	1.0025e+00
3	18	2325	9.9039e-01	-3.6175e-04	1.0021e+00
3	19	2454	9.9087e-01	-3.4576e-04	1.0022e+00
3	20	2583	9.9123e-01	-1.7468e-04	1.0021e+00
3	21	2712	9.9198e-01	2.9058e-05	1.0018e+00
3	22	2841	9.9139e-01	-6.5046e-05	1.0014e+00
3	23	2970	9.9124e-01	1.7914e-06	1.0016e+00
3	24	3099	9.9233e-01	4.2024e-04	1.0014e+00
3	25	3228	9.9238e-01	-3.2206e-04	1.0006e+00
3	26	3357	9.9337e-01	-3.2955e-04	1.0001e+00
3	27	3486	9.9230e-01	1.1817e-04	1.0010e+00
3	28	3615	9.9499e-01	-2.4836e-04	1.0002e+00
3	29	3744	9.9050e-01	1.9443e-04	1.0005e+00
3	30	3873	9.9141e-01	8.0620e-04	1.0007e+00
3	31	4002	9.9195e-01	9.4636e-04	1.0005e+00
4	1	133	1.0046e+00	2.3372e-03	1.0022e+00
4	2	262	1.0035e+00	2.1232e-03	1.0022e+00
4	3	391	1.0025e+00	1.9153e-03	1.0022e+00
4	4	520	1.0012e+00	1.6995e-03	1.0022e+00
4	5	649	1.0001e+00	1.3969e-03	1.0022e+00
4	6	778	9.9852e-01	1.0264e-03	1.0022e+00
4	7	907	9.9749e-01	6.8940e-04	1.0022e+00
4	8	1036	9.9639e-01	5.1488e-04	1.0023e+00
4	9	1165	9.9593e-01	4.0797e-04	1.0023e+00
4	10	1294	9.9511e-01	2.0247e-04	1.0023e+00
4	11	1423	9.9416e-01	-3.7984e-06	1.0024e+00
4	12	1552	9.9410e-01	3.5662e-04	1.0022e+00
4	13	1681	9.9413e-01	-1.3646e-05	1.0025e+00
4	14	1810	9.9312e-01	-1.3078e-04	1.0025e+00
4	15	1939	9.9310e-01	-2.1474e-04	1.0026e+00
4	16	2068	9.9401e-01	-8.3243e-05	1.0023e+00
4	17	2197	9.9348e-01	2.0206e-04	1.0025e+00
4	18	2326	9.9349e-01	-1.7953e-04	1.0023e+00
4	19	2455	9.9241e-01	-2.9183e-04	1.0024e+00
4	20	2584	9.9168e-01	-1.3647e-04	1.0019e+00
4	21	2713	9.9217e-01	1.5888e-05	1.0016e+00
4	22	2842	9.9275e-01	-1.1658e-04	1.0019e+00
4	23	2971	9.9234e-01	-2.7902e-05	1.0014e+00
4	24	3100	9.9304e-01	-2.0146e-05	1.0014e+00
4	25	3229	9.9364e-01	-2.0605e-04	1.0006e+00
4	26	3358	9.9275e-01	3.7010e-04	1.0013e+00
4	27	3487	9.9337e-01	2.3055e-04	1.0011e+00
4	28	3616	9.9300e-01	6.9936e-04	1.0011e+00
4	29	3745	9.9312e-01	4.6777e-04	1.0006e+00
4	30	3874	9.9336e-01	7.2647e-04	1.0010e+00
4	31	4003	9.9324e-01	1.1094e-03	1.0010e+00
4	32	4132	9.9360e-01	9.6671e-04	1.0003e+00
4	33	4261	9.9304e-01	1.4619e-03	1.0000e+00
5	1	134	1.0049e+00	2.0185e-03	1.0021e+00
5	2	263	1.0035e+00	1.7676e-03	1.0021e+00
5	3	392	1.0026e+00	1.6932e-03	1.0021e+00
5	4	521	1.0021e+00	1.7094e-03	1.0021e+00
5	5	650	1.0013e+00	1.5108e-03	1.0022e+00
5	6	779	9.9978e-01	1.1977e-03	1.0022e+00
5	7	908	9.9856e-01	9.2077e-04	1.0022e+00
5	8	1037	9.9795e-01	7.1778e-04	1.0022e+00
5	9	1166	9.9695e-01	3.8262e-04	1.0023e+00
5	10	1295	9.9662e-01	4.5203e-04	1.0023e+00
5	11	1424	9.9540e-01	2.5634e-04	1.0023e+00
5	12	1553	9.9479e-01	-8.3991e-05	1.0024e+00
5	13	1682	9.9499e-01	2.3987e-04	1.0024e+00
5	14	1811	9.9421e-01	3.1800e-05	1.0024e+00
5	15	1940	9.9413e-01	3.3435e-05	1.0024e+00
5	16	2069	9.9552e-01	-9.3176e-05	1.0026e+00
5	17	2198	9.9468e-01	2.8497e-05	1.0026e+00
5	18	2327	9.9653e-01	-1.4746e-04	1.0020e+00
5	19	2456	9.9444e-01	-1.2577e-04	1.0022e+00
5	20	2585	9.9328e-01	-1.5797e-04	1.0022e+00
5	21	2714	9.9407e-01	-2.2141e-04	1.0017e+00
5	22	2843	9.9441e-01	-1.6796e-04	1.0021e+00
5	23	2972	9.9395e-01	2.0713e-05	1.0019e+00
5	24	3101	9.9216e-01	1.8447e-04	1.0017e+00
5	25	3230	9.9397e-01	1.3034e-04	1.0017e+00
5	26	3359	9.9404e-01	1.6000e-04	1.0013e+00
5	27	3488	9.9510e-01	1.8515e-04	1.0008e+00
5	28	3617	9.9565e-01	4.6463e-04	1.0007e+00
5	29	3746	9.9452e-01	1.1004e-03	1.0012e+00
5	30	3875	9.9548e-01	3.8013e-04	1.0003e+00
5	31	4004	9.9480e-01	1.0662e-03	1.0009e+00
5	32	4133	9.9511e-01	1.0626e-03	1.0007e+00
5	33	4262	9.9525e-01	1.1814e-03	1.0003e+00
5	34	4391	9.9659e-01	5.4768e-04	1.0003e+00
5	35	4520	9.9507e-01	1.3734e-03	1.0001e+00
5	36	4649	9.9121e-01	3.7522e-03	9.9840e-01
6	1	135	1.0052e+00	1.5359e-03	1.0020e+00
6	2	264	1.0042e+00	1.5975e-03	1.0021e+00
6	3	393	1.0033e+00	1.6093e-03	1.0021e+00
6	4	522	1.0024e+00	1.5295e-03	1.0021e+00
6	5	651	1.0011e+00	1.2659e-03	1.0021e+00
6	6	780	1.0011e+00	1.2460e-03	1.0021e+00
6	7	909	9.9932e-01	9.9996e-04	1.0021e+00
6	8	1038	9.9873e-01	9.3458e-04	1.0022e+00
6	9	1167	9.9837e-01	6.8935e-04	1.0022e+00
6	10	1296	9.9736e-01	5.3582e-04	1.0023e+00
6	11	1425	9.9697e-01	2.5150e-04	1.0023e+00
6	12	1554	9.9667e-01	3.4446e-04	1.0023e+00
6	13	1683	9.9640e-01	2.9664e-04	1.0024e+00
6	14	1812	9.9576e-01	2.0497e-04	1.0024e+00
6	15	1941	9.9514e-01	1.3227e-04	1.0023e+00
6	16	2070	9.9604e-01	3.1646e-05	1.0025e+00
6	17	2199	9.9576e-01	6.6188e-07	1.0025e+00
6	18	2328	9.9500e-01	-2.0204e-05	1.0023e+00
6	19	2457	9.9670e-01	-1.6144e-04	1.0025e+00
6	20	2586	9.9607e-01	1.2307e-04	1.0021e+00
6	21	2715	9.9521e-01	-1.4372e-04	1.0022e+00
6	22	2844	9.9742e-01	-2.1726e-04	1.0015e+00
6	23	2973	9.9556e-01	-1.2563e-04	1.0018e+00
6	24	3102	9.9533e-01	2.9784e-04	1.0016e+00
6	25	3231	9.9612e-01	9.6533e-05	1.0016e+00
6	26	3360	9.9618e-01	1.1791e-04	1.0010e+00
6	27	3489	9.9451e-01	3.5908e-04	1.0015e+00
6	28	3618	9.9506e-01	5.6773e-05	1.0013e+00
6	29	3747	9.9687e-01	4.3440e-04	1.0007e+00
6	30	3876	9.9469e-01	8.2587e-04	1.0010e+00
6	31	4005	9.9903e-01	-1.7620e-04	1.0004e+00
6	32	4134	9.9702e-01	6.1401e-04	1.0004e+00
6	33	4263	9.9253e-01	3.2687e-03	9.9935e-01
6	34	4392	9.9579e-01	1.0314e-03	1.0002e+00
6	35	4521	9.9838e-01	4.6277e-04	1.0002e+00
6	36	4650	9.9588e-01	2.3307e-03	9.9942e-01
6	37	4779	9.9138e-01	5.0599e-03	9.9776e-01
6	38	4908	9.9214e-01	5.0804e-03	9.9757e-01
6	39	5037	9.9450e-01	3.7636e-03	9.9790e-01
6	40	5166	9.9011e-01	6.8946e-03	9.9539e-01
7	2	265	1.0048e+00	1.3719e-03	1.0021e+00
7	3	394	1.0040e+00	1.1529e-03	1.0021e+00
7	4	523	1.0033e+00	1.4390e-03	1.0021e+00
7	5	652	1.0019e+00	1.2595e-03	1.0021e+00
7	6	781	1.0017e+00	1.2868e-03	1.0021e+00
7	7	910	1.0004e+00	1.1242e-03	1.0021e+00
7	8	1039	9.9971e-01	9.2890e-04	1.0021e+00
7	9	1168	9.9991e-01	9.0621e-04	1.0022e+00
7	10	1297	9.9921e-01	8.6252e-04	1.0022e+00
7	11	1426	9.9822e-01	5.2348e-04	1.0023e+00
7	12	1555	1.0004e+00	6.1259e-04	1.0024e+00
7	13	1684	9.9915e-01	5.0272e-04	1.0024e+00
7	14	1813	9.9689e-01	3.3531e-04	1.0022e+00
7	15	1942	9.9639e-01	2.0318e-04	1.0023e+00
7	16	2071	9.9722e-01	2.2401e-04	1.0024e+00
7	17	2200	9.9804e-01	1.3477e-04	1.0024e+00
7	18	2329	9.9486e-01	5.4694e-06	1.0023e+00
7	19	2458	9.9617e-01	6.4929e-06	1.0022e+00
7	20	2587	9.9856e-01	-4.4071e-04	1.0021e+00
7	21	2716	9.9857e-01	-5.3575e-04	1.0019e+00
7	22	2845	9.9727e-01	7.7025e-05	1.0022e+00
7	23	2974	9.9832e-01	3.5335e-05	1.0014e+00
7	24	3103	9.9670e-01	6.2925e-05	1.0015e+00
7	25	3232	9.9694e-01	-5.8466e-05	1.0023e+00
7	26	3361	9.9906e-01	-7.8281e-05	1.0002e+00
7	27	3490	9.9834e-01	-2.5441e-05	1.0009e+00
7	28	3619	9.9773e-01	4.0665e-04	1.0015e+00
7	29	3748	9.9906e-01	-2.5345e-04	1.0000e+00
7	30	3877	9.9839e-01	4.7421e-04	1.0009e+00
7	31	4006	9.9806e-01	9.1141e-04	1.0009e+00
7	32	4135	9.9763e-01	6.1518e-04	1.0009e+00
7	33	4264	9.9968e-01	7.0619e-05	1.0005e+00
7	34	4393	9.9962e-01	5.9263e-05	1.0008e+00
7	35	4522	9.9885e-01	4.4198e-04	1.0013e+00
7	36	4651	9.9473e-01	3.7185e-03	9.9878e-01
7	37	4780	9.9894e-01	4.4694e-04	9.9996e-01
7	38	4909	9.9759e-01	2.0861e-03	9.9973e-01
7	39	5038	9.9881e-01	1.2975e-03	9.9989e-01
7	40	5167	9.9290e-01	5.3657e-03	9.9669e-01
7	41	5296	9.9223e-01	6.5728e-03	9.9601e-01
7	42	5425	9.8804e-01	1.0267e-02	9.9341e-01
7	43	5554	9.8753e-01	1.1076e-02	9.9270e-01
7	44	5683	9.8632e-01	1.1845e-02	9.9206e-01
8	2	266	1.0057e+00	1.1494e-03	1.0021e+00
8	3	395	1.0046e+00	9.6656e-04	1.0020e+00
8	4	524	1.0039e+00	8.7716e-04	1.0020e+00
8	5	653	1.0030e+00	1.0758e-03	1.0021e+00
8	6	782	1.0018e+00	7.0967e-04	1.0020e+00
8	7	911	1.0014e+00	9.0087e-04	1.0021e+00
8	8	1040	1.0006e+00	8.9168e-04	1.0021e+00
8	9	1169	1.0003e+00	9.3244e-04	1.0022e+00
8	10	1298	9.9985e-01	8.1880e-04	1.0022e+00
8	11	1427	1.0001e+00	8.2411e-04	1.0022e+00
8	12	1556	9.9893e-01	4.7595e-04	1.0023e+00
8	13	1685	9.9899e-01	5.1195e-04	1.0024e+00
8	14	1814	9.9730e-01	5.3753e-04	1.0022e+00
8	15	1943	9.9783e-01	3.0803e-04	1.0022e+00
8	16	2072	9.9834e-01	3.1241e-04	1.0022e+00
8	17	2201	9.9661e-01	2.5172e-04	1.0021e+00
8	18	2330	9.9813e-01	3.1303e-04	1.0019e+00
8	19	2459	9.9643e-01	1.1581e-04	1.0021e+00
8	20	2588	1.0001e+00	-3.5156e-04	1.0021e+00
8	21	2717	9.9972e-01	-5.2473e-04	1.0020e+00
8	22	2846	9.9958e-01	-5.2866e-04	1.0019e+00
8	23	2975	9.9948e-01	-3.6321e-04	1.0014e+00
8	24	3104	9.9870e-01	-6.8215e-04	1.0016e+00
