-8.700062334537506104e-02,2.235443294048309326e-01,7.726137042045593262e-01,-2.276509404182434082e-01,-4.619021415710449219e+00,2.455899477005004883e+00,-1.003618240356445312e-01,5.999400019645690918e-01,3.889070078730583191e-02,-1.928351521492004395e-01
2.233340293169021606e-01,-5.675526335835456848e-02,-3.892780542373657227e-01,2.987220585346221924e-01,8.983845263719558716e-02,-4.114850521087646484e+00,2.172213494777679443e-01,9.562560170888900757e-02,-9.157818555831909180e-02,1.170955657958984375e+00
-2.044738233089447021e-01,1.410665214061737061e-01,5.248381495475769043e-01,2.073543816804885864e-01,-9.867861270904541016e-01,1.258696675300598145e+00,-1.716369539499282837e-01,6.997323036193847656e-01,-3.202261924743652344e-01,1.397874653339385986e-01
-1.000351011753082275e-01,3.199520111083984375e-01,-1.866141855716705322e-01,2.112426906824111938e-01,1.482763767242431641e+00,1.782445795834064484e-02,-2.899732589721679688e-01,-1.252440512180328369e-01,-7.590732574462890625e-01,1.203626871109008789e+00
1.651595830917358398e-01,4.930342435836791992e-01,-2.088458985090255737e-01,3.248791098594665527e-01,7.261756658554077148e-01,-2.332157373428344727e+00,-2.552477419376373291e-01,2.511483617126941681e-02,-1.937871098518371582e+00,1.275668621063232422e+00
-1.545882783830165863e-02,3.418501019477844238e-01,5.868119001388549805e-01,-2.656430304050445557e-01,-1.028537869453430176e+00,-2.345165908336639404e-01,2.766634523868560791e-01,4.758900105953216553e-01,-1.276064366102218628e-01,-1.010714247822761536e-01
2.784385718405246735e-02,4.329180121421813965e-01,6.391152739524841309e-01,-2.799569368362426758e-01,-1.705337911844253540e-01,-2.417757034301757812e+00,1.655142307281494141e-01,4.097757637500762939e-01,4.759541153907775879e-01,-4.027479887008666992e-01
-2.084358781576156616e-01,7.652266621589660645e-01,7.635982632637023926e-01,-8.193688839673995972e-02,1.505145709961652756e-02,1.227451682090759277e+00,-1.971580237150192261e-01,5.140584111213684082e-01,2.384322583675384521e-01,8.368639349937438965e-01
2.338708043098449707e-01,1.716430485248565674e-01,2.929368428885936737e-02,4.207752346992492676e-01,3.030075132846832275e-01,-1.362764835357666016e+00,-2.256960272789001465e-01,-4.957321584224700928e-01,2.870969176292419434e-01,-7.788836359977722168e-01
-9.018152207136154175e-02,2.426818907260894775e-01,3.236040705814957619e-03,3.405053317546844482e-01,1.961920708417892456e-01,-2.045625150203704834e-01,-1.868922561407089233e-01,-5.374789237976074219e-01,-1.965135931968688965e-01,-1.813329607248306274e-01
