-0.13002,0.032494,0.15258,0.17473,0.095306,-0.033902,-0.10667,-0.065916,0.53443,0.3027,-0.21063,0.20141,0.10944,-0.15767,-0.14934,-0.039692,-0.057829,0.0086351,-0.16249,-0.14492,0.14252,0.069964,-0.05963,0.13321,0.057136,0.11879,0.12025,0.05622,0.2176,-0.141
0.14809,-0.16371,-0.080121,0.20092,0.12962,0.069707,0.12857,0.22374,0.32875,0.17477,0.12296,-0.019005,-0.055329,-0.10753,-0.095713,-0.057663,0.014374,0.13972,-0.10876,0.10931,0.12916,0.060756,-0.10452,0.19112,-0.070468,0.22559,-0.016705,0.19636,0.096572,0.17501
0.017987,-0.30424,0.12992,-0.075715,0.23975,-0.21863,0.15631,0.22458,-0.039727,0.11415,0.099901,-0.062754,0.022117,0.077627,0.13925,0.039128,0.032158,-0.16243,-0.13616,-0.0095155,0.096585,-0.17321,-0.047321,-0.23059,0.053722,0.30381,0.044517,0.17073,0.054672,0.012916
-0.032578,0.058351,-0.011005,0.23742,0.19305,0.12887,-0.12245,0.21214,0.4973,0.22912,-0.21023,0.29294,0.11974,-0.069472,0.19237,-0.13676,0.22681,0.22682,-0.079541,-0.21936,-0.18621,-0.0246,-0.022019,0.22811,-0.11321,0.21183,0.11734,-0.065713,-0.12397,0.15778
0.072654,-0.021461,-0.068421,0.078174,0.18643,0.18293,-0.14592,0.10867,0.29609,0.27507,-0.090193,0.013815,0.16735,0.085769,-0.084255,0.0075135,-0.016158,0.22946,-0.14023,-0.14303,-0.073779,0.11632,-0.057216,0.0071432,-0.034245,0.11425,0.011636,0.056367,0.099116,0.018917
9.6168e-05,0.73307,0.29613,-0.012249,0.090777,0.86411,-0.023709,-0.048834,-0.10583,-0.13371,0.42264,-0.057335,0.4338,-0.017816,-0.32138,0.087184,0.056088,-0.39425,-0.26624,0.029836,-0.12698,0.47697,-0.52233,-0.095028,0.027844,0.092735,-0.20411,0.018768,0.55595,-0.37326
-0.20632,0.045795,-0.14089,-0.066662,-0.089601,-0.12141,-0.059837,-0.046214,-0.13227,0.023305,0.16154,0.042575,-0.1097,0.1185,-0.36559,0.097993,0.015166,0.12989,-0.42115,-0.051263,0.25605,-0.023672,-1.2272,-0.14532,0.094868,0.061559,-0.028412,-0.15402,-0.095525,0.38663
0.07489,-0.18563,-0.018868,-0.082427,0.085513,0.070597,0.20222,0.008876,-0.32365,0.073932,0.0087742,-0.1366,-0.14515,-0.067838,0.15733,-0.045091,-0.080482,0.14832,-0.10637,0.081286,0.18388,0.17932,0.070008,-0.22178,0.10689,0.16186,0.14242,0.093341,0.10526,0.033618
-0.19097,-0.05123,-0.082649,-0.054958,-0.0020364,-0.21712,-0.038643,0.021218,-0.31543,0.074194,0.12928,-0.20446,-0.061566,0.19234,0.047518,0.015028,-0.1564,0.064195,0.060699,0.20722,0.060757,0.10988,0.072278,0.0099464,-0.05758,0.22654,0.09685,0.23804,-0.081182,-0.070727
-0.049624,-0.09563,0.011675,0.0069069,0.072471,0.25223,-0.12937,-0.016813,0.01795,0.026721,0.12507,0.31163,-0.17031,0.038721,-0.023387,0.19582,0.02231,-0.10641,-0.13208,-0.28366,0.11039,0.005691,-0.29205,0.2333,-0.034895,-0.29766,-0.051332,0.050394,-0.090759,-0.10583
