0.10754,-0.25015,-0.11721,0.15927,0.20168,0.019012,-0.045853,-0.03836,0.28745,0.032526,0.10998,0.1218,0.013643,-0.12025,-0.1248,-0.019432,0.09304,-0.08826,0.097707,-0.18055,-0.11227,-0.04802,-0.36404,0.11408,0.024251,-0.054305,0.0011486,-0.041754,0.10337,-0.15265
0.0884,-0.33749,-0.15462,0.14026,-0.026059,0.025245,0.13683,-0.061962,-0.089434,0.20085,0.015742,0.0090323,0.17103,-0.045629,-0.065401,-0.22171,0.085006,0.059609,-0.011974,0.26256,-0.065708,-0.0049581,-0.029838,-0.16619,0.017572,0.25298,0.03792,-0.071617,0.2282,0.027479
0.039658,-0.1111,-0.017215,0.12043,-0.05757,0.030781,-0.018428,0.090574,0.63951,0.30284,-0.20078,0.025309,0.12179,-0.12784,-0.074301,-0.074696,-0.0068247,0.19771,-0.037368,-0.08802,-0.22269,-0.073466,-0.26383,0.14196,-0.087263,0.20583,-0.070046,-0.12592,-0.080064,-0.070127
0.070279,-0.22501,0.13252,0.15799,0.20069,0.073891,0.11191,0.13777,0.44566,0.15714,-0.17186,0.050937,-0.17122,-0.062354,-0.11407,0.075405,-0.0035977,0.04736,0.13866,-0.22556,0.050672,-0.021509,-0.26255,0.22213,0.12734,0.064201,0.074484,0.069838,0.015898,-0.01172
-0.082035,-0.61768,-0.13507,-0.10415,0.0040628,-0.031361,0.093411,-0.28324,-0.57694,0.029246,0.013068,0.020283,0.011908,0.054541,-0.11726,0.12478,-0.19138,0.22344,-0.17474,0.14562,0.0013798,-0.029036,-0.10457,-0.15293,-0.18413,-0.1041,-0.099821,-0.0074575,-0.14276,-0.29909
-0.14701,-0.37698,-0.30819,0.037489,0.10808,-0.40721,0.093338,-0.037695,-0.32895,-0.0047118,-0.22514,-0.077835,0.14392,-0.17096,0.0099682,-0.026486,-0.0056713,-0.228,0.052449,-0.069786,0.37146,0.11098,-0.32953,-0.12575,-1.432,-0.11533,-0.028043,-0.12154,0.39723,-0.10698
0.17087,0.29135,0.15675,0.062457,0.24651,-0.41326,0.34379,-0.35613,0.49386,-0.08275,-0.93443,0.26504,-2.2211,-0.13609,0.26615,-0.069616,-0.013156,0.043028,0.41856,-0.42981,0.69197,-0.187,-0.20775,0.065227,0.23125,-0.20598,0.10788,-0.15299,0.11315,0.27145
-0.012663,-0.46742,0.025998,0.010296,0.25687,0.1371,-0.074086,0.093392,0.2207,0.072839,0.11161,0.0082348,0.12084,0.058456,-0.010531,-0.22165,0.066656,0.074417,0.15574,0.064987,-0.049801,-0.0030695,-0.20492,0.187,-0.11678,0.18887,0.031499,0.13033,-0.01864,0.04754
-0.060168,0.19978,0.073091,-0.080221,-0.058142,0.037284,0.10841,0.022547,0.48606,-0.0017173,0.021993,0.023447,0.35025,-0.19426,0.079037,0.10079,-0.066775,-0.061913,-0.12265,0.06266,-0.043736,-0.31633,-0.41756,-0.084157,-0.22393,0.043712,0.20632,-0.16025,0.15463,-0.84485
-0.074799,-0.57912,-0.069724,-0.21086,-0.16354,0.18358,-0.2651,-0.057889,-0.057392,0.026212,0.12344,0.028635,-0.010526,0.09073,0.10597,0.14255,0.0042114,-0.037336,-0.0098378,-0.17351,0.083029,-0.096706,-0.014007,0.094878,-0.0032149,0.029621,-0.12286,-0.10436,-0.17128,-0.14012
0.012899,1.4022,0.29446,0.14269,-0.1046,0.36091,-0.066078,-0.13003,0.37403,0.040682,0.114,0.1662,-0.12569,0.086983,0.037331,-0.023382,-0.073095,-1.4703,-0.11915,0.16074,0.91538,-0.14626,-0.37552,0.061573,0.18584,0.089957,0.10329,-0.15764,-0.011124,-1.0922
0.11021,-0.0096245,0.17497,0.12071,-0.052264,-0.015223,0.0010106,-0.15547,0.51286,0.27878,-0.025328,0.092917,0.070328,-0.16262,-0.11785,0.18504,0.063868,0.17864,-0.12012,-0.02513,0.05194,0.1863,0.049452,0.10083,0.11535,0.0056394,0.12211,-0.15559,0.15006,-0.001255
-0.011906,-0.24465,0.043631,0.036378,0.022061,-0.0033363,0.17425,0.045907,0.50738,0.37628,0.088742,0.042486,-0.15499,-0.10538,-0.081105,-0.15562,0.16984,-0.046452,0.043107,-0.17598,0.020858,0.031603,-0.022497,0.15538,0.058217,0.17246,0.13745,0.16423,0.16164,0.017458
-0.071456,-0.1605,0.16651,0.057816,-0.1445,-0.039498,0.031241,-0.088794,-0.57516,0.060955,-0.0051185,-0.0055299,0.11184,0.044583,0.057392,0.092271,-0.038986,-0.1119,0.016577,0.086783,-0.12939,-0.051098,0.056642,-0.18915,-0.36673,-0.11105,-0.034393,0.005451,-0.26412,-0.20484
-0.13275,-0.41388,-0.18183,-0.057201,0.093983,0.13687,-0.0014309,-0.17747,-0.48395,0.076908,-0.15109,-0.2674,-0.060826,0.23896,-0.046829,-0.14112,-0.11997,0.051007,0.0058922,-0.028109,0.14196,-0.083149,0.035947,-0.26839,-0.21627,0.15984,0.207,0.24513,-0.14402,-0.1852
0.097994,-0.050801,0.022365,-0.14483,0.17929,-0.072207,-0.0351,0.038334,0.22562,0.18383,-0.098166,0.27337,-0.19435,-0.19709,-0.015652,0.046363,0.1791,-0.031436,-0.01262,-0.08216,0.0066192,0.1092,0.075028,-0.013427,-0.070454,-0.069846,-0.0033423,0.0258,0.074332,-0.11898
0.081398,-0.36833,-0.016311,0.12199,-0.11278,0.07959,-0.076911,-0.18603,-0.79891,-0.0021948,-0.065221,0.0050484,0.17757,-0.04951,-0.20948,-0.0001244,-0.092536,0.2043,0.089121,0.21509,0.014714,-0.018655,-0.036485,-0.22428,-0.018706,-0.047718,0.1927,-0.10257,0.05074,-0.076759
-0.17249,-0.57437,-0.019625,-0.20557,0.084567,0.080396,-0.11665,-0.38884,-0.94412,0.018276,-0.092277,-0.11748,-0.070781,0.17999,0.17894,0.14179,0.0030239,0.11736,-0.31107,0.0059979,0.20963,-0.062195,0.012119,-0.13003,-0.22664,-0.0096511,-0.00043673,-0.18593,-0.060262,-0.16568
-0.013345,0.12958,0.053707,0.02967,0.12121,0.082693,-0.026096,0.045921,-0.58289,0.0039164,0.10633,-0.22126,-0.066815,0.0063865,0.048136,-0.15014,-0.10158,0.011237,0.053089,0.18806,-0.038088,0.12426,-0.09583,-0.17832,0.0023588,0.14774,-0.024926,0.043442,0.089735,-0.16129
-0.10259,-0.27577,0.015826,0.044333,0.13658,-0.085593,0.19757,0.21399,0.30214,0.29331,-0.11012,0.021642,-0.058785,0.076254,-0.04079,-0.038365,0.0047661,0.1043,0.20418,0.086542,0.11713,-0.17463,-0.05582,0.13126,0.081615,0.176,0.10464,0.16367,-0.040283,-0.12199
