0.057228,-0.25146,-0.045851,-0.13628,-0.02602,-0.25686,-0.036494,-0.0069772,-0.0022987,0.16404,-0.19597,-0.069863,-0.033495,0.18589,-0.073678,0.092122,0.092089,-0.10082,-0.013628,0.062587,0.17001
0.53031,-0.3432,0.23535,0.029011,-0.076363,0.049284,0.2278,-0.057894,0.10936,-0.028387,-0.22591,-0.061528,0.18656,0.035871,-0.062908,0.054388,0.27122,0.057692,0.086128,-0.0068722,-0.30966
-0.23441,-0.088413,0.038232,-0.053545,-0.19759,0.22655,-0.080494,-0.28671,-0.054989,0.070337,0.50308,0.18899,0.0051971,-0.1295,-0.17277,0.0821,-0.25284,-0.053542,-0.067506,0.096667,0.22779
0.2295,-0.040395,-0.036795,-0.043011,-0.06684,-0.14459,-0.08016,-0.23432,0.036017,0.19257,-0.02373,-0.037583,0.0076411,-0.059022,-0.065716,0.25566,-0.058758,0.10806,-0.079962,0.22113,0.19242
0.23108,0.024901,0.0079461,0.19447,0.048314,0.23376,-0.069551,-0.026764,-0.002773,0.13638,0.13438,0.042911,-0.029583,-0.17648,-0.11992,0.293,0.026969,0.021557,0.20581,-0.25238,0.060257
-0.25853,0.14057,-0.12379,0.084145,0.26412,0.13924,-0.066149,-0.029277,0.24124,0.10753,0.27198,-0.024391,0.14748,-0.21574,-0.0063322,-0.011027,-0.063719,0.15803,-0.10228,-0.32388,0.087972
0.01583,0.22238,-0.15064,-0.09677,-0.052831,0.037192,0.14705,-0.1024,-0.11581,0.038708,-0.29059,-0.099242,-0.14103,0.13532,0.078612,0.15998,0.20137,0.17834,0.014768,-0.012434,-0.02458
0.15592,0.031206,0.15416,0.28759,0.21607,0.054913,-0.11481,0.29235,-0.080037,0.026519,0.10777,0.27878,-0.30129,0.0075702,-0.061573,0.20821,-0.13177,0.044651,0.28792,-0.092253,-0.17361
-0.23567,0.11873,-0.38909,0.27081,-0.14505,-0.34141,0.014024,-0.45071,-0.040577,0.16277,-0.50676,-0.12551,-0.0049987,0.13346,0.036151,-0.39807,0.17339,0.027894,0.12154,-0.14496,-0.0017444
-0.029153,0.16086,-0.10553,0.20593,0.16758,0.1684,0.21895,0.20175,0.079177,0.041506,0.02373,0.18267,0.029135,0.042724,-0.16619,0.17558,0.25796,0.26448,0.31013,-0.068451,0.30801
-0.31341,-0.20964,-0.03304,-0.29066,-0.072977,0.27442,-0.092015,-0.42897,-0.1761,-0.15391,0.060126,-0.12034,0.3215,-0.11625,-0.11139,0.18612,-0.05395,0.089516,-0.11124,-0.038057,0.18628
0.082171,-0.34027,-0.22956,-0.075806,0.20646,0.1352,-0.18541,-0.0067398,-0.15836,-0.014327,0.11387,-0.28203,-0.081513,0.04692,-0.12202,0.084907,-0.21125,0.039445,0.11444,0.23958,0.17074
0.078833,0.03614,-0.18775,-0.19992,0.36856,0.020608,-0.16436,-0.30314,-0.027478,-0.051046,-0.0091645,0.20058,0.052832,0.030461,0.16893,0.21843,0.062118,0.038656,-0.24357,0.051675,-0.19641
-0.11306,0.0018227,-0.0032063,-0.022544,-0.17781,0.29073,0.19516,0.26248,-0.095167,0.01866,0.1156,-0.034758,0.25464,0.01782,0.091289,-0.030469,-0.15638,0.044446,0.16441,-0.21466,-0.0010239
0.17652,0.029081,0.080622,-0.017869,-0.024607,-0.071975,0.073575,-0.18879,0.071374,0.22156,-0.58618,-0.098666,-0.20454,0.054355,0.18737,-0.18764,-0.00037228,-0.06203,0.25634,0.16769,-0.035354
-0.097706,-0.0051463,0.18508,0.0042249,0.1728,0.20626,0.10706,0.12361,0.1769,-0.060826,0.1005,0.090452,-0.089033,0.065636,0.015624,-0.14613,-0.056571,0.19628,0.13356,0.31279,-0.21691
-0.2622,-0.040982,-0.079969,0.28965,0.15381,-0.14397,-0.10225,-0.20379,0.14352,-0.14031,-0.045934,0.09808,0.09132,0.028636,-0.083422,0.19882,-0.19016,0.11637,-0.065973,-0.029173,0.1277
0.14426,-0.036179,0.17467,-0.31268,0.068495,-0.10083,0.2557,-0.40816,-0.010234,0.61052,0.4244,0.013181,-0.12991,-0.098148,-0.29433,-0.2891,0.15667,-0.13954,0.12691,0.083171,0.16858
-0.032817,0.11899,0.0011814,0.1528,-0.16388,0.044615,0.036085,0.57436,0.13099,-0.18154,0.17889,0.095895,0.21504,-0.06586,-0.16902,0.047523,-0.030417,0.50785,0.15948,-0.23029,-0.35797
0.085668,0.12133,0.010135,-0.01561,-0.26043,0.048103,0.18348,-0.03896,-0.005537,0.15444,0.12637,0.10014,0.21996,-0.16219,0.34755,0.18628,-0.096747,0.13826,-0.079863,-0.012206,-0.15509
0.13542,0.14078,-0.206,-0.20486,-0.34386,0.20688,-0.053259,0.41926,-0.136,0.2073,0.065471,-0.32791,-0.052304,-0.086206,-0.15022,-0.23978,-0.073631,-0.099017,0.27634,0.014154,0.23321
0.11803,0.018679,-0.25713,-0.086658,0.33761,0.30468,0.17456,-0.10811,-0.10461,-0.38161,-0.0051487,-0.044914,0.0677,-0.17415,0.18516,-0.17079,0.025016,0.13233,-0.18839,-0.064867,0.20975
0.21909,-0.53433,-0.1053,-0.08226,-0.21411,-0.19699,-0.02216,-0.16698,0.37374,-0.22444,0.11778,-0.19135,0.20933,-0.16959,0.15618,0.068518,0.10525,-0.027315,-0.23786,-0.34656,0.29154
0.23943,0.037007,-0.15401,0.073192,0.024959,0.0098176,-0.19576,-0.07373,0.23713,-0.22785,-0.15863,-0.21953,0.12811,0.17639,-0.36383,0.063404,0.019384,0.10487,-0.0049444,0.13096,0.25895
-0.078247,0.45998,-0.3251,-0.0064962,0.23356,-0.32202,0.43944,-0.41366,-0.2008,0.018327,0.24698,-0.04353,0.18904,-0.12344,-0.10381,-0.28965,0.096728,-0.18785,0.028099,0.27794,-0.067537
0.033742,0.1146,0.026848,0.023989,-0.050194,-0.017803,-0.0023748,-0.17645,-0.21353,0.051921,-0.26797,0.097233,0.10885,-0.29314,0.2093,0.4218,0.2432,-0.13994,-0.0098316,-0.062206,0.28578
0.24174,0.088737,-0.10772,0.07074,0.014001,-0.12317,-0.12506,0.15125,-0.17205,0.013807,0.11572,-0.063159,0.0020618,0.1287,0.17631,0.023405,0.10253,-0.098405,-0.032434,-0.17399,0.20487
-0.097203,0.0042321,0.18974,0.051392,-0.11696,-0.22991,0.18428,-0.10456,-0.24615,-0.11285,0.092475,0.12643,-0.23846,-0.062941,0.044779,0.18086,0.21035,-0.0027394,-0.064205,-0.087601,0.23928
