3.1313e+01	0.0000e+00	5.7000e-02	-5.7000e-02	3.7300e-01	-3.7300e-01	-5.9875e-01	5.9875e-01	1.8650e-01	9.3250e-01	-1.2721e+00	1.5313e-01	-1.8650e-01	-5.5950e-01	9.3838e-01	-1.9238e-01	
3.1686e+01	0.0000e+00	-8.7550e-01	5.0250e-01	1.8650e-01	-1.8650e-01	-3.2787e-01	3.2787e-01	-3.1800e-01	-9.8750e-01	2.4467e+00	-1.3277e+00	1.3150e-01	8.0100e-01	-1.4298e+00	6.8383e-01	
3.1686e+01	-3.7300e-01	-1.8650e-01	1.8650e-01	-5.5000e-02	2.4150e-01	2.7605e-01	-2.7605e-01	-1.6500e-01	7.2450e-01	5.2060e-01	-5.2060e-01	1.1000e-01	-4.8300e-01	-3.6865e-01	3.6865e-01	
3.1576e+01	1.1000e-01	2.4150e-01	-2.4150e-01	-5.5000e-02	2.4150e-01	2.1130e-01	-2.1130e-01	1.1000e-01	-5.6900e-01	-9.7485e-01	9.7485e-01	-5.5000e-02	3.2750e-01	5.7705e-01	-5.7705e-01	
3.1576e+01	1.1000e-01	5.5000e-02	-5.5000e-02	0.0000e+00	8.6000e-02	-7.2500e-03	7.2500e-03	0.0000e+00	2.5800e-01	5.1925e-01	-5.1925e-01	0.0000e+00	-1.7200e-01	-3.4000e-01	3.4000e-01	
3.1576e+01	2.8200e-01	2.2700e-01	-2.2700e-01	0.0000e+00	8.6000e-02	1.1250e-02	-1.1250e-02	0.0000e+00	-2.8100e-01	-4.2075e-01	4.2075e-01	0.0000e+00	1.9500e-01	2.6000e-01	-2.6000e-01	
3.1576e+01	2.8200e-01	7.7500e-02	-7.7500e-02	0.0000e+00	1.0900e-01	-5.0250e-02	5.0250e-02	-2.5000e-01	5.7700e-01	4.1245e-01	-4.1245e-01	2.5000e-01	-4.6800e-01	-3.1320e-01	3.1320e-01	
3.1576e+01	5.0000e-01	1.2650e-01	-1.2650e-01	2.5000e-01	-1.4100e-01	-1.6495e-01	1.6495e-01	7.5000e-01	-9.6800e-01	-1.6865e-01	1.6865e-01	-5.0000e-01	6.0900e-01	8.3600e-02	-8.3600e-02	
3.2076e+01	0.0000e+00	-1.2350e-01	1.2350e-01	2.5000e-01	-2.5000e-01	-2.5145e-01	2.5145e-01	-5.0000e-01	2.5250e-01	-5.4600e-02	5.4600e-02	2.5000e-01	-2.5000e-03	1.8205e-01	-1.8205e-01	
3.2076e+01	0.0000e+00	-2.4750e-01	2.4750e-01	0.0000e+00	2.4750e-01	1.8550e-01	-1.8550e-01	0.0000e+00	7.4250e-01	8.6650e-01	-8.6650e-01	0.0000e+00	-4.9500e-01	-5.5700e-01	5.5700e-01	
