133,560,207
206,14,207
203,13,204
474,473,95
475,474,95
401,403,80
78,392,390
201,122,520
508,415,414
297,294,135
183,186,182
548,162,471
183,181,163
83,372,420
181,575,163
420,393,390
470,469,94
469,467,94
560,128,206
259,258,34
197,11,198
471,162,429
532,448,447
464,93,418
81,408,410
268,265,116
218,18,214
466,465,93
371,81,409
239,151,573
385,470,384
475,163,575
482,484,97
78,390,393
406,81,371
360,156,585
132,276,534
495,453,101
496,553,497
589,585,586
41,278,277
498,101,413
509,105,507
460,414,412
82,414,415
452,392,391
294,297,293
414,460,105
137,569,504
477,404,110
387,77,388
445,405,160
82,413,411
390,83,420
82,366,412
349,348,68
402,96,422
539,578,540
459,423,104
480,479,96
459,503,461
129,185,563
187,190,8
7,188,187
188,185,129
85,429,428
428,562,129
181,180,575
476,95,396
182,5,183
180,178,144
177,174,120
174,2,175
180,144,575
172,175,171
559,357,164
1,167,172
95,472,396
178,546,144
175,172,141
174,175,545
431,476,165
3,178,176
546,473,474
3,177,178
174,545,120
383,388,77
471,468,548
127,557,358
443,99,403
589,399,398
69,351,352
386,579,385
426,429,85
387,586,156
388,165,586
77,384,383
94,471,426
427,431,85
165,399,589
201,12,197
468,94,467
195,194,10
562,429,162
191,562,162
185,184,6
196,10,192
192,193,196
8,190,191
520,122,468
143,532,561
200,202,12
113,532,447
204,202,133
494,157,410
17,213,215
157,582,410
481,492,100
100,491,494
535,222,115
100,493,491
218,131,536
226,230,23
130,223,535
483,492,481
232,233,235
130,527,228
221,223,225
228,224,225
236,239,234
234,239,26
231,229,23
441,439,514
97,484,483
111,527,482
142,238,573
516,573,151
417,592,83
239,573,238
247,543,139
243,246,242
251,571,252
30,249,248
139,518,571
257,145,552
592,419,83
571,518,519
139,543,466
87,373,437
514,107,516
437,439,87
107,515,516
157,580,582
157,451,580
439,437,463
374,372,418
580,579,582
152,576,470
374,373,75
581,155,386
78,391,392
91,452,457
362,585,159
389,82,411
551,509,149
140,415,508
411,413,453
415,140,498
289,288,45
496,497,101
103,454,500
108,519,518
411,453,90
498,140,554
260,591,259
275,534,276
263,265,261
454,452,90
271,273,269
132,534,497
275,276,40
501,458,457
114,455,495
281,132,553
534,495,497
42,281,280
123,506,551
289,285,287
284,283,43
289,292,288
288,292,46
48,297,296
135,507,462
542,503,505
300,542,138
150,578,539
104,503,459
299,295,296
570,309,137
138,302,300
154,540,578
84,423,421
540,570,538
310,308,53
305,569,304
304,569,137
307,309,306
53,309,310
154,578,315
