4.425758843562915601e+00,4.505822714793412231e+00,4.682512117403300422e+00,4.785893892053373122e+00,4.833269038583225097e+00,4.902157065420131410e+00,5.925529862714995488e+00,6.464564176411491836e+00
4.566669824797500610e+00,4.675231042008617166e+00,4.715266807280423578e+00,4.774964278007502116e+00,4.819529731333374478e+00,5.319354856923821373e+00,6.103936620244907019e+00,6.549068213891242607e+00
4.475072435936107595e+00,4.519158692440976566e+00,4.876025837289420295e+00,4.919102618900384805e+00,5.015817782653873458e+00,5.081419003209612484e+00,5.903332678307693371e+00,6.409258257035983064e+00
4.384375595852663565e+00,4.488747451722026938e+00,4.795778106229681370e+00,4.858941553760998566e+00,5.047215709457124611e+00,5.068639002052771403e+00,5.779749849043466448e+00,6.359594195734063149e+00
4.394089197388153956e+00,4.612936676474967967e+00,4.645318378659652581e+00,4.842306733029172250e+00,4.889196539422027143e+00,5.168515242016773037e+00,5.890205079059342985e+00,6.373247010161066761e+00
4.590381135422838099e+00,4.625530154922602222e+00,4.693330758864474817e+00,4.773877175799923656e+00,4.783738560351062929e+00,5.526146996905383801e+00,6.176360671153854121e+00,6.514236747514711823e+00
4.312970930740115172e+00,4.404974844691055935e+00,4.472110866431940224e+00,4.611002682381641904e+00,4.612384375989236673e+00,4.943436392611303631e+00,5.859636645400865262e+00,6.459705584065495998e+00
4.156431022835589850e+00,4.547541398746851371e+00,4.641348270149322275e+00,4.865631373823979366e+00,4.899235351160912799e+00,4.920610660650564405e+00,5.935346009843078363e+00,6.349486780883406567e+00
4.380226286269563118e+00,4.448136097889840102e+00,4.529379434847947472e+00,4.736793345153807344e+00,4.853632110528754318e+00,5.029157222441803299e+00,5.740925566091995336e+00,6.461551728235416903e+00
3.991634599708584474e+00,4.223490534438850474e+00,4.272005715723844688e+00,4.375661004546676836e+00,4.715638114895478239e+00,4.739185899313214989e+00,5.597613924908491079e+00,6.383017225964461971e+00
4.184001884711534558e+00,4.190765024983527098e+00,4.391413680544817844e+00,4.584826576862676362e+00,4.829882586011237322e+00,4.911880816789212290e+00,5.850057534226987599e+00,6.391854110914225728e+00
4.300780382569470817e+00,4.606078358996406052e+00,4.612049545588437383e+00,4.902164519141723353e+00,4.925486322212898394e+00,5.027678691309597880e+00,5.764800073665157676e+00,6.198184323668288087e+00
4.012559601146381993e+00,4.315522795927209998e+00,4.316327008387238706e+00,4.651408530082324688e+00,4.776031178741737548e+00,5.004442311915139996e+00,6.058191949073005844e+00,6.074209929213566284e+00
3.883267752522998606e+00,4.090107554744619733e+00,4.413118857141415496e+00,4.691883157726229214e+00,4.704951059794082013e+00,4.875351097733423344e+00,6.007733192315348525e+00,6.178248064488782276e+00
4.073668777570226496e+00,4.171146720170769484e+00,4.410275959666619450e+00,4.477123160347803221e+00,4.607417117143040919e+00,4.749517877496592710e+00,6.101774233055092367e+00,6.197389333221464902e+00
3.992291901239051199e+00,4.363036971514391738e+00,4.363305308265987392e+00,4.517593057916859500e+00,4.621957550726073727e+00,4.775055115382121684e+00,5.873239985302851629e+00,6.221828181625877363e+00
3.772491726446348004e+00,3.868218416750484501e+00,4.415720048521443175e+00,4.583582143510961160e+00,4.720067852158754462e+00,4.727420014778404678e+00,5.721914562590606934e+00,6.299537662312785002e+00
4.060180592232427443e+00,4.151446179465697384e+00,4.328793168108798994e+00,4.427379771575710166e+00,4.796154183297419493e+00,5.155956194325882258e+00,5.932185950466502433e+00,6.082551766001358828e+00
4.195413939930844549e+00,4.287928645445406417e+00,4.302761153468390276e+00,4.783992447930254244e+00,4.856400328580390280e+00,5.181733240695494125e+00,5.770828963220113295e+00,5.994657608860968878e+00
3.871303717557597501e+00,3.919188798625381054e+00,4.047263284692415475e+00,4.324525958234364253e+00,4.978044046014624691e+00,5.192668111871171277e+00,5.246865872422556976e+00,5.429529256642574353e+00
3.914840947391502013e+00,3.935637116967534155e+00,4.142464281342836507e+00,4.318651652436845012e+00,4.746844223650562355e+00,5.274942534088002510e+00,5.701812256582690530e+00,5.749835647274305295e+00
3.875188266831549377e+00,3.992935687770028608e+00,4.309729087457915497e+00,4.372859555150570010e+00,4.759218701930590711e+00,5.136037801596232910e+00,5.788447852671361638e+00,5.795062955476687705e+00
3.921107315692616169e+00,4.101339721319978260e+00,4.109778501109706994e+00,4.553455270516054476e+00,4.898632207499155733e+00,5.345878868867973033e+00,5.628773893107421600e+00,5.660903655267892631e+00
3.923359318780505589e+00,3.927447015590665558e+00,4.339514716024672758e+00,4.373371119654514416e+00,4.826927718417369562e+00,4.868061365130193607e+00,5.483325954712062966e+00,5.563016918178332659e+00
3.929775732995459236e+00,3.979131960501957721e+00,4.506297716771772599e+00,4.911300915802483402e+00,5.144983504672159036e+00,5.198793610496648121e+00,5.447646728301480223e+00,5.856789140072404365e+00
3.891047189014487984e+00,4.139190203731809348e+00,4.281703387999315602e+00,4.822309864145839953e+00,5.273373919735759863e+00,5.386054451931395981e+00,5.628646362124201552e+00,5.872965641356731936e+00
3.930489631067469070e+00,4.084862165056536654e+00,4.229778598522649702e+00,4.564198967020782760e+00,5.105164640927008612e+00,5.403150187499193180e+00,5.579810300048885452e+00,5.674533007066248302e+00
3.820398939919478210e+00,3.915629528055801778e+00,4.470670671574350052e+00,4.808800710181621696e+00,5.000776888512723950e+00,5.023324458850877861e+00,5.678980062337390500e+00,6.044630738527813740e+00
3.795440047941731621e+00,4.148300829708034598e+00,4.452426682272371927e+00,4.663892827254330520e+00,4.672648424137438639e+00,5.013616696337635403e+00,5.895113875648451796e+00,5.980765538354949840e+00
3.612352236292050378e+00,3.862037474924793656e+00,4.205924252433403510e+00,4.329374318862676319e+00,4.550017915455448758e+00,4.998917707156337542e+00,5.949297705330445218e+00,6.131182360470850412e+00
3.922569189378764420e+00,4.070045861876828930e+00,4.177336604985923962e+00,4.463477203669780735e+00,4.955237648031376452e+00,5.325242503677409367e+00,5.782228067735143640e+00,5.838587379777621322e+00
3.889312172542036095e+00,3.934043533497969314e+00,4.199717516022767327e+00,4.481739086033027952e+00,4.679463563222082456e+00,5.248182073166125505e+00,5.783112260322168297e+00,6.076127257767152123e+00
3.768811359396185168e+00,4.019847755875310291e+00,4.085612169564378782e+00,4.379281066004748979e+00,4.962089182512222862e+00,5.100673208400753111e+00,5.781735865492209747e+00,5.975658629613215922e+00
3.731226124413344891e+00,3.978396957467779771e+00,3.979595349648040070e+00,4.300395748236962135e+00,4.488572846689148577e+00,4.706539089362481221e+00,5.579793470700053604e+00,5.731543924989652261e+00
3.949702348993684886e+00,4.074817079870626024e+00,4.131046848417454065e+00,4.294654883432341919e+00,4.760623728012271627e+00,5.072443439521299169e+00,5.598803192831470987e+00,5.714189367335969827e+00
3.805616163787464146e+00,4.021323967165455926e+00,4.161279254671354622e+00,4.488830504933362775e+00,4.728987133530325515e+00,4.742418508106709396e+00,5.820570772742964749e+00,5.862076379503619705e+00
3.664179525556360950e+00,3.964256410518314233e+00,3.977463293034491087e+00,4.447945865229633533e+00,4.722721730727995393e+00,4.754640178954826268e+00,5.836561874961341267e+00,5.887178840856381434e+00
3.325653060585463727e+00,3.932757511044140841e+00,4.035840876330288651e+00,4.517884422905326325e+00,4.681295214219965750e+00,4.867367461886148661e+00,5.991197135609519719e+00,6.072584378594730659e+00
3.290185175513030913e+00,3.831551896825734715e+00,3.952803364705996358e+00,4.535475325381232103e+00,4.699313579102196492e+00,4.991992217343810267e+00,5.960817366843626175e+00,6.012418886912645810e+00
3.406339784959996564e+00,3.870647498325657132e+00,3.977117001797267015e+00,4.493544751383233837e+00,4.796474512916696575e+00,5.261138393859567941e+00,5.825909515206458167e+00,5.891368398019281472e+00
3.316974390129212580e+00,3.865326336621087933e+00,3.906861914682787429e+00,4.297208430968249893e+00,4.477175002922091807e+00,4.914709903837704452e+00,5.793292711522504135e+00,5.887162708650174991e+00
3.328124537724836962e+00,3.980353243693513399e+00,3.980472863748417467e+00,4.376896006017965135e+00,4.467220184031340580e+00,4.754864921742054662e+00,5.829202237094238015e+00,6.154020696766739462e+00
3.634327878467521700e+00,3.940773153142753671e+00,4.204788187873431227e+00,4.530466211724606396e+00,4.658460361166717689e+00,4.831523332894053446e+00,6.031643985268866359e+00,6.060429155302372806e+00
3.690989002367024874e+00,3.733596513611594503e+00,3.789791455904037321e+00,4.426517602365136028e+00,4.732367415218389439e+00,4.790503741225827561e+00,5.719169777286486678e+00,6.050853663220529199e+00
3.775783123321548196e+00,3.880974937821283888e+00,4.058532332517152064e+00,4.393240805038479913e+00,4.944245496078889524e+00,5.041571691007337819e+00,5.877382252989363565e+00,5.880921828115091898e+00
3.942458551920172027e+00,3.983098128000893468e+00,4.018804070334867973e+00,4.111839202317112196e+00,4.667549740195997998e+00,4.936567956506049626e+00,5.638768680177166814e+00,5.885338460366074109e+00
3.843899753343949399e+00,4.020331210456790316e+00,4.195739500158811808e+00,4.254487433548298725e+00,4.875101962887200102e+00,4.964406517000230501e+00,5.784108585431410710e+00,5.805747726312016965e+00
3.975433667962961160e+00,4.292196395794938724e+00,4.313878259402754267e+00,4.320863292882242135e+00,4.755856468421042038e+00,5.163202176156587164e+00,6.031414402862082191e+00,6.093522821536899059e+00
3.964820731624770112e+00,4.012302891112536685e+00,4.025403033771862482e+00,4.046821256776259368e+00,4.501069876608340792e+00,5.071487365647797674e+00,5.489830157103318342e+00,5.893519882981609115e+00
