0.13881,0.3843,0.3115,0.93824,-0.75303,0.062737,-0.71822,-0.36433,-0.24608,-0.13185,0.77512,-0.15755,-0.34685,-0.91295,0.29022,0.72993,-0.88152,0.81958,-0.34181,-0.12833,0.46089,-0.0052237,-0.43194,0.50836
0.11617,0.36402,0.30898,0.95772,-0.74148,0.070062,-0.69311,-0.38236,-0.19209,-0.16563,0.7557,-0.1647,-0.31969,-0.86518,0.27426,0.67734,-0.89628,0.81709,-0.3519,-0.16586,0.50495,-0.0080366,-0.43352,0.53355
-0.84014,-0.26076,0.74157,-0.25156,-0.202,0.35428,0.71786,-0.25924,-0.053524,-0.17748,0.56769,0.83101,-0.98664,-0.41435,-0.30114,0.53443,0.0029918,0.89131,-0.2599,0.27966,0.18179,-0.73398,0.37766,-0.73953
-0.88458,-0.57414,0.23831,-0.5951,0.10221,0.35967,0.37975,0.97387,0.13867,0.53388,-0.87081,-0.64018,0.22111,0.86719,-0.17638,-0.073474,-0.33728,0.57714,-0.31719,0.40975,-0.85805,-0.035775,0.71925,-0.15784
0.42555,-0.6734,0.79472,0.25072,-0.64105,-0.47541,0.26845,0.050417,-0.85224,0.28301,0.1426,-0.26264,-0.58705,0.66815,0.81602,-0.20784,0.17816,-0.64325,0.18127,-0.7791,0.10012,0.47756,-0.4506,0.93585
0.31596,-0.01289,0.13552,0.91939,-0.67192,0.38523,-0.34371,-0.72758,0.80878,-0.82637,-0.011626,-0.1819,-0.44949,-0.20782,0.65224,0.21619,0.3029,0.22435,0.98593,0.1796,-0.5997,-0.84085,-0.59787,0.34564
0.43254,-0.6901,0.77326,0.24795,-0.63929,-0.46879,0.27536,0.069067,-0.85811,0.28847,0.14623,-0.26293,-0.59575,0.66113,0.82673,-0.20577,0.17572,-0.64791,0.16891,-0.7764,0.11563,0.46628,-0.44937,0.94714
-0.82497,-0.25043,0.74114,-0.25015,-0.23096,0.38214,0.69586,-0.26264,-0.078361,-0.25084,0.61076,0.82426,-1.0003,-0.38988,-0.25031,0.53471,-0.00083986,0.93158,-0.2665,0.36432,0.14978,-0.77853,0.37159,-0.7714
0.44057,-0.68454,0.79219,0.2421,-0.63494,-0.48317,0.26985,0.057938,-0.88354,0.28178,0.13413,-0.25068,-0.5432,0.63594,0.80103,-0.17545,0.16127,-0.61911,0.18781,-0.74679,0.10606,0.459,-0.49558,0.94734
0.42798,-0.69209,0.76452,0.24662,-0.62047,-0.44557,0.25388,0.065131,-0.88806,0.28217,0.13844,-0.27211,-0.58144,0.66909,0.82972,-0.17781,0.16547,-0.63454,0.16431,-0.77713,0.1167,0.48244,-0.44736,0.93012
-1.1445,0.74721,0.61023,-0.20208,-0.29944,-0.29625,-0.2043,0.78917,-0.072647,-0.061808,-0.6936,0.56863,0.71755,-0.53684,-0.32215,0.40087,-0.15888,0.72259,-0.18209,0.58514,-0.48035,0.59325,-0.83139,-0.24826
-0.58016,0.16412,-0.65721,0.14819,0.97884,0.2706,-0.76973,0.44536,-0.4819,0.68785,0.69861,-0.56931,0.078668,0.30073,0.13423,-0.84888,-0.32293,0.48391,-0.34353,0.61985,0.08446,-0.75246,0.54765,-0.31695
0.45895,-0.84382,0.88981,0.21654,-0.56982,-0.50721,0.19337,0.16218,-0.86221,0.28199,0.14278,-0.23884,-0.59753,0.60344,0.82126,-0.15087,0.14807,-0.56052,0.14977,-0.70502,0.0013057,0.43442,-0.37685,0.90883
0.48365,-0.84711,-0.54739,-0.14602,-0.40094,0.84287,0.26497,0.34998,0.33043,-0.38285,0.72976,-0.30182,-0.053452,-0.21202,0.67895,-0.789,0.43112,-0.024097,0.13962,-0.85697,0.90252,-0.4498,-0.61719,0.4748
0.27873,0.040519,0.19207,0.9099,-0.76496,0.36321,-0.35333,-0.66614,0.8242,-0.80724,-0.0061674,-0.074001,-0.49283,-0.21043,0.52589,0.24058,0.2591,0.16718,0.95912,0.14974,-0.6253,-0.76229,-0.553,0.40544
-0.55715,0.17214,-0.61609,0.14281,0.94613,0.25125,-0.78556,0.44647,-0.48425,0.68512,0.69577,-0.54244,0.09612,0.29591,0.11419,-0.86041,-0.296,0.46468,-0.35145,0.63278,0.084512,-0.76339,0.56088,-0.33202
0.08329,-0.073499,-0.68854,0.68682,0.64083,-0.46431,-0.5105,0.32591,0.39976,0.33836,-0.31575,0.56314,-0.49374,-0.50746,0.67003,-0.65435,0.87634,-0.94168,0.71302,-0.14662,-0.60108,-0.37764,0.013948,0.46372
-0.63847,0.53301,-0.18917,0.72583,0.39535,0.28646,-0.5195,-0.5935,0.12237,-0.78748,-0.15424,0.34428,-0.2675,0.81667,-0.80105,0.72694,0.71937,-0.34932,-0.84384,-0.4015,0.54449,0.4984,0.027368,-0.19498
0.01805,0.21577,0.47195,0.89835,-0.43432,0.17311,-0.75999,-0.58293,0.83707,-0.82429,0.10744,0.14631,-0.52394,-0.055763,-0.27009,0.58327,-0.14594,-0.24753,0.7541,-0.24698,0.57055,-1.046,-0.44627,0.80809
-0.8139,0.73347,-0.067826,-0.02059,0.69129,0.057117,-0.23504,-0.34452,0.027704,0.15432,0.88611,-0.80251,-0.33069,0.54535,-0.029139,-0.45115,0.026163,0.4471,0.4423,0.14055,-0.61575,-0.61372,1.0048,-0.83143
-0.54358,0.22314,-0.76271,0.17942,0.97281,0.25656,-0.79689,0.47125,-0.50061,0.77867,0.65409,-0.6067,0.059632,0.32292,0.063849,-0.77185,-0.31086,0.39075,-0.27287,0.57869,0.094238,-0.68617,0.61787,-0.41166
0.38374,0.040415,-0.67727,0.085088,0.9145,-0.51292,-0.59626,0.36271,0.8009,-0.23733,-0.13966,0.63045,-0.064287,-0.82117,0.32924,-0.49814,0.47063,0.91197,-0.75884,-0.60597,0.28268,0.064407,0.22942,-0.59431
-0.47639,0.023301,-0.24531,0.38123,0.72548,-0.20946,0.57543,-0.77428,-0.58185,0.38218,0.33581,0.77706,-0.094505,-0.6389,-0.47608,0.29628,0.83792,0.81384,-0.93051,-0.11959,-0.60511,-0.42076,0.39376,0.030439
-0.82277,0.73826,-0.072915,0.0013291,0.70839,0.037485,-0.24512,-0.34466,0.029047,0.1439,0.89623,-0.79216,-0.32581,0.53974,-0.028287,-0.46266,0.040731,0.43131,0.44439,0.14732,-0.6239,-0.59428,0.99173,-0.8373
