-3.305399417877197266e-02,-3.172802971675992012e-03,-7.576816529035568237e-02,9.489848464727401733e-02,-1.768893003463745117e-01,-8.713431656360626221e-02,-7.828813046216964722e-02,7.339580357074737549e-02,-1.153169870376586914e-01,1.252760142087936401e-01,1.041801497340202332e-01,2.821326255798339844e-02,-1.521303206682205200e-01,-7.490570843219757080e-02,-1.851645559072494507e-01,-1.000620648264884949e-01,-1.489687412977218628e-01,2.098603360354900360e-02,4.213220998644828796e-02,1.100197583436965942e-01,-7.554890960454940796e-02,1.613514497876167297e-02,-7.154152542352676392e-02,1.862298101186752319e-01,6.456840038299560547e-02
2.404366433620452881e-01,4.909110441803932190e-02,9.579315036535263062e-02,1.632562130689620972e-01,-1.243927702307701111e-01,1.035486608743667603e-01,-1.878396272659301758e-01,-3.999514505267143250e-02,-3.411991987377405167e-03,-1.371602118015289307e-01,1.957551240921020508e-01,1.723900139331817627e-01,1.508119851350784302e-01,2.670101225376129150e-01,-1.964861899614334106e-01,1.708960831165313721e-01,-6.009505316615104675e-02,1.880201399326324463e-01,5.364118516445159912e-02,1.610108613967895508e-01,6.440284103155136108e-02,1.317420601844787598e-01,1.226293146610260010e-01,-1.866221427917480469e-01,1.020515039563179016e-01
2.683592438697814941e-01,1.633014976978302002e-01,-3.267622087150812149e-03,1.285961121320724487e-01,-1.115814447402954102e-01,3.173950314521789551e-01,-3.105448558926582336e-03,1.055724620819091797e-01,-3.223614394664764404e-02,4.057483747601509094e-02,-6.072847917675971985e-02,9.384363144636154175e-02,2.631044387817382812e-01,4.235577285289764404e-01,3.050498105585575104e-02,-9.613609872758388519e-03,2.773320078849792480e-01,1.816329807043075562e-01,1.512246904894709587e-03,2.385271638631820679e-01,2.477553673088550568e-03,7.655233889818191528e-02,-1.902804374694824219e-01,1.710673123598098755e-01,-1.353059522807598114e-02
1.109623908996582031e+00,-8.293169736862182617e-02,1.623918116092681885e-01,8.834052681922912598e-01,7.075879722833633423e-02,1.193790789693593979e-02,-9.394359588623046875e-01,1.549156159162521362e-01,4.124746620655059814e-01,4.881849512457847595e-02,-1.751015186309814453e-01,-5.400338396430015564e-02,6.343547105789184570e-01,1.117197155952453613e+00,-3.256748914718627930e-01,1.148458719253540039e-01,-2.725603282451629639e-01,-1.036129519343376160e-01,-2.167716473340988159e-01,-4.300107434391975403e-02,-1.292529851198196411e-01,-1.867136806249618530e-01,2.076476812362670898e-01,-2.107808552682399750e-02,-7.836473733186721802e-02
2.676748931407928467e-01,-2.483049407601356506e-02,8.820505440235137939e-02,1.147872135043144226e-01,-1.362042874097824097e-01,7.264105230569839478e-02,-1.769943237304687500e-01,-1.577269136905670166e-01,-1.978652030229568481e-01,1.351729631423950195e-01,-5.813346058130264282e-02,-7.752847671508789062e-02,2.306409776210784912e-01,3.529823124408721924e-01,-1.860229969024658203e-01,-3.424525260925292969e-02,4.113545641303062439e-02,1.817281246185302734e-01,3.179404139518737793e-02,3.345407843589782715e-01,2.343903481960296631e-01,-9.386779367923736572e-02,-1.142264381051063538e-01,3.270564228296279907e-02,1.992078423500061035e-01
-9.176051616668701172e-02,-1.662239134311676025e-01,1.429709494113922119e-01,-1.964497612789273262e-03,1.799898594617843628e-01,-4.650902934372425079e-03,-1.031803414225578308e-01,-9.280534088611602783e-02,1.113591250032186508e-02,-3.485150262713432312e-02,-1.647497415542602539e-01,-1.319925636053085327e-01,-1.998873203992843628e-01,-1.551036816090345383e-02,-1.182185411453247070e-01,-1.814676523208618164e-01,-8.963129669427871704e-02,9.640479087829589844e-02,1.080553513020277023e-02,-8.473308384418487549e-02,1.227123290300369263e-01,-5.069310590624809265e-02,5.848398432135581970e-02,1.144900359213352203e-02,1.988413631916046143e-01
-1.199528723955154419e-01,3.592199385166168213e-01,-7.063847035169601440e-02,1.745324879884719849e-01,1.220669969916343689e-01,1.010906919836997986e-01,1.191031783819198608e-01,-1.336767226457595825e-01,1.781240999698638916e-01,1.867683976888656616e-01,9.723973460495471954e-03,-1.315837204456329346e-01,1.371718943119049072e-01,-2.370212554931640625e+00,-2.009288817644119263e-01,-1.110084801912307739e-01,3.108115494251251221e-01,-1.933154910802841187e-01,2.730151116847991943e-01,7.382534444332122803e-02,1.613472402095794678e-01,3.221613168716430664e-01,2.086786746978759766e+00,8.217322826385498047e-02,1.482463926076889038e-01
-3.043335974216461182e-01,2.907113730907440186e-01,-5.874564871191978455e-02,-2.316590100526809692e-01,-9.866874665021896362e-02,-2.476827055215835571e-01,2.065113782882690430e-01,5.463118478655815125e-02,1.834884136915206909e-01,1.594486273825168610e-02,4.859442636370658875e-02,1.635498851537704468e-01,-2.201887518167495728e-01,1.267989158630371094e+00,2.241844385862350464e-01,-1.071925684809684753e-01,-2.010353058576583862e-01,-9.288547188043594360e-02,-9.963128715753555298e-02,6.171731352806091309e-01,2.186180353164672852e-01,1.369527429342269897e-01,-1.467947214841842651e-01,1.767834722995758057e-01,-6.727524101734161377e-02
2.294754981994628906e-01,2.222252786159515381e-01,1.649224609136581421e-01,9.753810763359069824e-01,-3.399906307458877563e-02,1.039096266031265259e-01,-6.827207207679748535e-01,-4.290349408984184265e-02,4.503476917743682861e-01,1.414647102355957031e-01,1.195893287658691406e-01,-5.199985578656196594e-02,8.841164112091064453e-01,1.334401369094848633e+00,-1.085988759994506836e+00,4.455578327178955078e-02,-3.821744918823242188e-01,-1.662137955427169800e-01,-6.002373620867729187e-02,5.834055542945861816e-01,1.324393786489963531e-02,-2.012033909559249878e-01,-8.645537495613098145e-02,-8.602023124694824219e-03,-1.325849629938602448e-02
-8.270247280597686768e-02,2.447919733822345734e-02,1.898938715457916260e-01,-1.394419521093368530e-01,1.934573501348495483e-01,-1.164318472146987915e-01,2.077363282442092896e-01,-5.099518224596977234e-02,1.202343776822090149e-01,-1.010601744055747986e-01,1.536474227905273438e-01,5.217638239264488220e-02,-1.989700049161911011e-01,-1.032124876976013184e+00,1.247687935829162598e-01,-7.084164768457412720e-02,1.473749279975891113e-01,-1.650167703628540039e-01,1.784418523311614990e-01,-7.817884683609008789e-01,1.118715628981590271e-01,2.049402594566345215e-01,4.247247278690338135e-01,-1.635132133960723877e-01,-1.081560477614402771e-01
