4.039748311042785645e-01,-7.167080044746398926e-01,2.965459227561950684e-01,1.160619974136352539e+00,2.281404733657836914e-01,4.657829999923706055e-01,-2.568053007125854492e-01,2.577559351921081543e-01,-7.155534029006958008e-01,-5.139398947358131409e-02
1.109749913215637207e+00,5.933036208152770996e-01,2.794674336910247803e-01,-9.525601863861083984e-01,1.686605960130691528e-01,5.128871798515319824e-01,5.442200899124145508e-01,1.046534851193428040e-01,-3.402516841888427734e-01,-8.438187837600708008e-02
1.255711793899536133e+00,3.024697899818420410e-01,5.946856364607810974e-02,-3.969614803791046143e-01,2.941507101058959961e-01,-1.498265385627746582e+00,1.066105723381042480e+00,-3.099713325500488281e-01,8.684581518173217773e-01,3.434128165245056152e-01
8.931430578231811523e-01,3.866005837917327881e-01,2.936568260192871094e-01,-5.042645931243896484e-01,-2.448842227458953857e-01,-1.655201017856597900e-01,5.779262185096740723e-01,1.845494210720062256e-01,-2.200990319252014160e-01,2.903858721256256104e-01
-5.162732005119323730e-01,2.866031527519226074e-01,2.338539510965347290e-01,-2.767229080200195312e-01,-2.237741053104400635e-01,7.118245959281921387e-02,3.681863248348236084e-01,4.963195621967315674e-01,5.490435957908630371e-01,6.346758008003234863e-01
2.708944082260131836e-01,5.741775631904602051e-01,-8.994719386100769043e-02,-2.882286608219146729e-01,-1.699749231338500977e-01,-4.415428936481475830e-01,6.325185894966125488e-01,1.693346053361892700e-01,-2.583920024335384369e-02,1.104175448417663574e-01
3.724710270762443542e-02,5.482196807861328125e-02,-2.492267936468124390e-01,1.900226175785064697e-01,1.136912479996681213e-01,-1.531594246625900269e-01,-1.209213864058256149e-02,4.515794217586517334e-01,7.115228772163391113e-01,3.264993131160736084e-01
5.537040829658508301e-01,8.608291856944561005e-03,1.336014121770858765e-01,-6.041035652160644531e-01,-5.668820068240165710e-02,4.406264722347259521e-01,5.585958361625671387e-01,1.900766342878341675e-01,-9.360290318727493286e-02,6.468745879828929901e-03
-1.395845711231231689e-01,6.999099254608154297e-02,1.097661703824996948e-01,6.379680037498474121e-01,-2.639842331409454346e-01,2.827614843845367432e-01,-7.907344102859497070e-01,5.697832703590393066e-01,6.914351582527160645e-01,-2.312732338905334473e-01
3.236246705055236816e-01,3.661791086196899414e-01,-1.915666460990905762e-01,-7.255795001983642578e-01,1.003615632653236389e-01,3.754030764102935791e-01,5.336207747459411621e-01,3.776868060231208801e-02,-1.439503878355026245e-01,4.217799007892608643e-02
