6.137866154313087463e-02,-1.516324430704116821e-01,-1.351395845413208008e-01,-1.259559416212141514e-03,9.242776036262512207e-02,-1.617103964090347290e-01,-9.657783061265945435e-02,3.997267782688140869e-02,-7.817376405000686646e-02,-8.217162638902664185e-02,-5.751674994826316833e-02,6.898207589983940125e-03,-1.916409470140933990e-02,-6.835783272981643677e-02,-1.550784707069396973e-01,8.227568119764328003e-02,4.436005651950836182e-02,8.702526800334453583e-03,3.344098106026649475e-02,-5.648541450500488281e-02,1.280609071254730225e-01,-5.981691926717758179e-02,4.694565385580062866e-02,-1.407337188720703125e-01,1.058811694383621216e-01,2.338826470077037811e-02,1.216396093368530273e-01,-6.110220775008201599e-02,7.367711514234542847e-02,-4.920452833175659180e-02,9.039762616157531738e-02,-1.161298453807830811e-01,5.752587318420410156e-02,5.599369481205940247e-02,-1.158681288361549377e-01,8.020054548978805542e-02,-9.316202998161315918e-02,4.720586538314819336e-02,-1.444011926651000977e-01,9.189753234386444092e-02
9.457475692033767700e-02,-8.373732119798660278e-02,1.327329576015472412e-01,-2.941593527793884277e-02,1.463147997856140137e-01,-3.583540320396423340e-01,-1.332498490810394287e-01,1.474152952432632446e-01,1.700540930032730103e-01,2.080691792070865631e-02,1.546273231506347656e-01,6.423402577638626099e-02,-7.152143865823745728e-02,7.336572557687759399e-02,1.228133887052536011e-01,-2.419855631887912750e-02,1.197051554918289185e-01,-9.161726385354995728e-02,1.533759236335754395e-01,-5.627962946891784668e-02,-6.512760370969772339e-02,1.611504852771759033e-01,-1.064435467123985291e-01,-2.165690809488296509e-01,-5.258741974830627441e-02,-3.118879348039627075e-02,2.546212635934352875e-02,-7.817269116640090942e-02,3.382717818021774292e-02,1.553575098514556885e-01,-6.067530252039432526e-03,3.486358374357223511e-02,-7.474239170551300049e-02,-7.534665614366531372e-02,2.725262381136417389e-02,4.294341504573822021e-01,-8.845488727092742920e-02,-1.659384518861770630e-01,1.370572950690984726e-02,1.728255599737167358e-01
4.767254739999771118e-02,-5.876803398132324219e-02,-8.287970721721649170e-02,9.045802056789398193e-02,2.980895899236202240e-02,-3.520671650767326355e-02,-1.152353510260581970e-01,2.083836309611797333e-02,-4.725947603583335876e-02,2.287894189357757568e-01,1.090385913848876953e-01,-8.174530416727066040e-02,8.148061111569404602e-03,1.949071139097213745e-01,4.818262159824371338e-02,1.175416111946105957e-01,-2.258817665278911591e-02,1.961908936500549316e-01,1.559038460254669189e-01,-2.816530317068099976e-02,-4.265403002500534058e-02,1.774426996707916260e-01,1.916636228561401367e-01,-3.553226590156555176e-01,-1.454245895147323608e-01,-8.203346282243728638e-03,-5.060839466750621796e-03,2.726375497877597809e-02,2.402857691049575806e-02,7.747835665941238403e-02,-1.601971685886383057e-01,-1.953971013426780701e-02,3.882645443081855774e-02,-1.541296243667602539e-01,-1.480841487646102905e-01,2.253275066614151001e-01,-2.640090510249137878e-02,-2.717625796794891357e-01,1.154410317540168762e-01,-3.242963552474975586e-02
5.521207302808761597e-02,-6.119506061077117920e-02,5.855059623718261719e-02,4.348279163241386414e-02,-1.221335306763648987e-01,4.014146625995635986e-01,2.654548734426498413e-02,1.502269804477691650e-01,-1.336613595485687256e-01,-1.346575319766998291e-01,-1.056793853640556335e-01,-6.747720297425985336e-03,-1.167425066232681274e-01,6.622120738029479980e-02,1.592968255281448364e-01,6.901824474334716797e-02,1.188787519931793213e-01,-1.839835047721862793e-01,8.601473271846771240e-02,-1.504580825567245483e-01,4.939413070678710938e-02,2.192293405532836914e-01,7.634671404957771301e-03,7.369869947433471680e-01,-1.149000320583581924e-02,-2.274940349161624908e-02,-7.584413886070251465e-02,1.025889813899993896e-02,2.245199680328369141e-01,3.155731409788131714e-02,8.631311357021331787e-02,1.921051926910877228e-02,6.954116374254226685e-02,2.311193048954010010e-01,2.085945308208465576e-01,-8.924282789230346680e-01,2.841521203517913818e-01,3.237404227256774902e-01,1.696362495422363281e-01,1.433535516262054443e-01
2.038728296756744385e-01,-5.270834546536207199e-03,-1.248714923858642578e-01,1.059031412005424500e-01,-7.550013065338134766e-02,-3.910485804080963135e-01,8.192866295576095581e-02,-1.211419254541397095e-01,9.114581160247325897e-03,-4.781769122928380966e-03,5.184672027826309204e-02,-1.348348986357450485e-02,-8.321776241064071655e-02,-9.963390231132507324e-02,9.010939300060272217e-02,-6.209342181682586670e-02,-1.434686779975891113e-01,1.767397075891494751e-01,1.107885837554931641e-01,1.613217294216156006e-01,3.368344157934188843e-02,7.488571852445602417e-02,1.825728416442871094e-01,-3.374122083187103271e-01,2.364666387438774109e-02,7.004190236330032349e-02,-3.351716324687004089e-02,3.523928672075271606e-02,-2.496127597987651825e-02,1.294608861207962036e-01,-6.167313084006309509e-02,-1.100519672036170959e-01,7.522137463092803955e-02,-8.166010677814483643e-02,-6.330765783786773682e-02,7.989690303802490234e-01,-2.146837301552295685e-02,-5.771251395344734192e-02,7.166756689548492432e-02,6.360050290822982788e-03
4.789069667458534241e-02,-1.394724240526556969e-03,1.067244336009025574e-01,1.863494813442230225e-01,1.596264988183975220e-01,-1.517552882432937622e-01,1.383326482027769089e-02,5.395527929067611694e-02,-1.123786196112632751e-01,3.580867126584053040e-02,5.115663260221481323e-02,1.235498636960983276e-01,1.841883733868598938e-02,3.834301605820655823e-02,-2.242899127304553986e-02,-7.206191122531890869e-02,1.282550245523452759e-01,1.843221783638000488e-01,-3.458579257130622864e-02,-8.524814248085021973e-02,1.587911248207092285e-01,5.465771630406379700e-02,2.165894955396652222e-02,-2.361607104539871216e-01,4.148393869400024414e-02,-1.302214413881301880e-01,-8.660130947828292847e-02,-1.526485104113817215e-02,6.307732313871383667e-02,1.139268800616264343e-01,-5.847723223268985748e-03,4.985505715012550354e-02,-5.156988845556043088e-05,-1.405781209468841553e-01,9.223710745573043823e-02,4.879876673221588135e-01,5.192540585994720459e-02,-1.874508708715438843e-01,7.274077087640762329e-02,-2.778159687295556068e-03
5.031830444931983948e-02,1.227079331874847412e-01,1.368264704942703247e-01,-6.568981707096099854e-02,7.457697391510009766e-02,-8.870126307010650635e-02,7.560043781995773315e-02,-4.067116975784301758e-02,1.641751825809478760e-01,9.962017089128494263e-02,5.386522039771080017e-02,-1.319233775138854980e-01,1.950847730040550232e-02,2.056165188550949097e-01,9.925033897161483765e-03,1.136525496840476990e-01,-8.988737314939498901e-02,1.752868890762329102e-01,1.578261554241180420e-01,1.523885428905487061e-01,2.024395614862442017e-01,-1.707703690044581890e-03,5.879411101341247559e-02,-4.155553281307220459e-01,-7.216624170541763306e-02,1.341478228569030762e-01,4.257648438215255737e-02,1.832604780793190002e-02,1.258514225482940674e-01,1.709358990192413330e-01,-8.644408732652664185e-02,-2.819966338574886322e-02,1.255663633346557617e-01,-1.519222706556320190e-01,-1.601245254278182983e-01,6.962378025054931641e-01,-4.579603672027587891e-02,-1.379247456789016724e-01,-3.988067805767059326e-02,-1.908951997756958008e-02
9.735061228275299072e-02,7.726172357797622681e-02,1.155593022704124451e-01,1.725057065486907959e-01,1.622926630079746246e-02,-3.906723260879516602e-01,-1.473399251699447632e-01,4.402973502874374390e-02,1.215765923261642456e-01,1.509068012237548828e-01,1.776207610964775085e-02,-2.338892407715320587e-02,-3.617667406797409058e-02,-4.611601307988166809e-02,-3.316547349095344543e-02,-3.365997597575187683e-02,7.369859516620635986e-02,-6.718138605356216431e-02,1.516894400119781494e-01,-2.928858809173107147e-02,4.584644362330436707e-02,-4.536633193492889404e-02,1.779858767986297607e-01,-4.275234639644622803e-01,-1.538784205913543701e-01,-1.251302808523178101e-01,-8.444121479988098145e-02,6.246390985324978828e-04,7.729419320821762085e-02,7.780034840106964111e-02,-7.291209697723388672e-02,-5.879713594913482666e-02,-3.318332135677337646e-02,-2.202903330326080322e-01,1.244382485747337341e-01,7.221722602844238281e-01,1.258654743432998657e-01,1.740318723022937775e-03,-1.128438487648963928e-02,2.124708741903305054e-01
-1.108754500746726990e-01,-1.092675104737281799e-01,8.571456372737884521e-02,-1.623454391956329346e-01,3.322187811136245728e-02,5.972249805927276611e-02,8.385966718196868896e-02,1.534300297498703003e-01,-4.389123618602752686e-02,2.287991531193256378e-02,-2.828938327729701996e-02,4.600424319505691528e-02,-1.319446116685867310e-01,-2.465081959962844849e-02,1.068319752812385559e-01,-9.865620732307434082e-02,1.563687622547149658e-01,3.353502601385116577e-02,1.185830309987068176e-01,-1.498015969991683960e-01,8.114308118820190430e-03,-3.169469535350799561e-02,2.904062159359455109e-02,6.329323351383209229e-02,-9.844411164522171021e-02,1.488908082246780396e-01,-1.277751624584197998e-01,5.567234382033348083e-02,-8.504601567983627319e-02,1.021246090531349182e-01,-1.538418680429458618e-01,7.323815673589706421e-02,-1.467619240283966064e-01,-1.507319957017898560e-01,-1.268229335546493530e-01,5.440416187047958374e-02,-4.122995585203170776e-02,1.430736184120178223e-01,5.703439190983772278e-02,-1.106014549732208252e-01
-2.092205174267292023e-02,-9.661380946636199951e-02,-1.044367533177137375e-02,-1.341589391231536865e-01,-3.722776845097541809e-02,4.899260029196739197e-02,-9.876866638660430908e-02,2.373920753598213196e-02,1.449321210384368896e-01,-2.950197272002696991e-02,1.518390141427516937e-03,1.523514688014984131e-01,-1.400184184312820435e-01,-1.475197076797485352e-01,-1.257663518190383911e-01,-1.318845245987176895e-02,-1.077735647559165955e-01,-1.381271630525588989e-01,1.013709828257560730e-01,-1.171182319521903992e-01,-1.119678393006324768e-01,-1.997526548802852631e-02,1.031596809625625610e-01,-1.472144424915313721e-01,-1.198807060718536377e-01,-1.488491743803024292e-01,-7.834919542074203491e-02,-1.663436181843280792e-02,1.121560633182525635e-01,-1.227521896362304688e-01,-1.344552189111709595e-01,-1.304877251386642456e-01,4.809928685426712036e-02,1.089198812842369080e-01,-1.511661708354949951e-01,1.233564168214797974e-01,-5.330385267734527588e-02,-1.202443391084671021e-01,-2.686768583953380585e-02,2.720192819833755493e-02
